,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,3,7,0,0,39576946.531837724,91965390.12744328,84600000.0,749.5779643116623,0.0037014787332717443
21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,6,0,0,21865154.9049812,107825360.71680042,236500000.0,0.0,0.039077110667571656
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,4,6,1,6,0,0,39032083.81279974,144300736.4305241,0.0,2104.931940373377,0.00935239200380379
23,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,5,1,6,0,0,36465856.188906536,87617947.29548563,236500000.0,422.92758795246573,0.0041988360185527636
24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,2,0,6,0,0,45224558.240908995,127867399.74073061,61400000.0,0.0,0.049892131658338244
25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,3,6,0,0,36922516.35182165,88045548.96602763,205800000.0,553.9477773833955,0.0034258351265460834
26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,6,0,0,53891869.6873203,77993270.41210186,146000000.0,0.0,0.04753940300908065
27,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,2,0,6,0,0,7411324.705937205,85575894.08635432,454300000.0,475.0841422820939,0.0010380142563074653
28,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,6,0,0,0.0,82975493.49825166,606200000.0,0.0,0.0
29,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,5,0,0,2,0,3,9,0,0,127573.90556165547,178822106.31722337,146000000.0,8.249821148230858,1.0086746173171194e-05
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,1,3,5,0,0,118711757.55179055,122233845.03802395,30700000.0,0.0,0.15135409689952267
31,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,6,0,0,2461338.214512378,86875414.5145297,575500000.0,0.0,0.0038274863928029782
32,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,6,0,0,1,5,2,6,0,0,1511586.547502392,140701540.30118662,273100000.0,0.0,0.0017699724562959904
33,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,7,0,0,1,0,0,6,0,0,35790607.85393959,80816034.43171279,388400000.0,470.960998858351,0.0033048615317911078
34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,2,3,6,0,0,59874989.29060516,125300752.20312971,61400000.0,1949.9231660347793,0.006423163380518399
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,1,1,3,5,0,0,98660296.99076942,123034586.11179547,30700000.0,5360.923894171825,0.024236338797876424
36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,7,6,0,0,68657006.21524899,104322528.39818665,84600000.0,0.0,0.09762218724016056
37,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,2,0,5,0,0,83981246.52005167,70412135.60212271,327000000.0,3004.745417312106,0.015742241096284852
38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,0,6,0,0,352303408.566298,114545761.65292075,61400000.0,0.0,0.2898399654716618
39,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,0,0,35790607.85393959,74009132.14555222,478900000.0,0.0,0.027540512764925907
40,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,7,0,0,5,2,0,6,0,0,7360059.737850911,136528897.58655626,151900000.0,471.1585214548443,0.0010336586710972871
41,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,2,1,5,0,0,39722112.05330927,77172290.68751642,267200000.0,768.9088830305411,0.00378708510252459
42,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,2,0,6,0,0,21246478.42332401,82975493.49825166,321100000.0,1196.307293128333,0.004637796370197031
43,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,1,0,9,0,1,911083.9343617768,173539807.3175133,92100000.0,0.0,0.0006638109926411996
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,1,1,0,6,0,0,2563011638.1686974,87352821.89629725,0.0,33932.21321968344,0.2392298223736059
45,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,6,0,0,1,2,2,6,0,0,20568206.87981969,93685581.0691458,290400000.0,1149.0394240751118,0.004518070620043677
46,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,1,5,1,6,0,0,7411324.705937205,99995640.72526385,321100000.0,475.0841422820939,0.0010380142563074653
47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,2,1,0,5,0,0,368185289.96304214,114862609.95808353,30700000.0,4967.890616065297,0.046085679581331265
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,2,5,5,0,0,77733779.8657648,124541796.16379207,0.0,4607.766521373755,0.01663973933381679
49,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,0,2,0,6,0,0,21865154.9049812,106704033.23971415,236500000.0,1452.0888132824166,0.004689253280108599
50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,2,6,0,0,36295037.28794965,93685581.0691458,205800000.0,0.0,0.028129416951869216
51,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,5,0,0,15254353.717141327,76983479.36651964,575500000.0,0.0,0.03141079119449528
52,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,6,6,0,0,702482.4520190168,92465884.94400102,557600000.0,44.66349954900595,7.217446017660103e-05
53,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,2,0,9,0,0,21195213.455237716,93420806.24310718,321100000.0,578.124447176283,0.01390032235496056
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,3,4,6,0,0,39032083.81279974,145117322.2784461,0.0,0.0,0.07793660003169825
55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,6,0,0,2,1,1,9,0,0,56567.8513629471,186132818.71557805,61400000.0,3.320240518937608,6.304216358231998e-06
56,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,9,0,0,748091.308808437,98416224.41951236,382500000.0,0.0,0.0005304589211877231
57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,4,3,0,6,0,0,55580151.67639516,126127838.51307026,30700000.0,3006.5680386385993,0.013477397863963939
58,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,36465856.188906536,77525477.210941,267200000.0,0.0,0.02799224012368509
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,1,2,0,6,0,0,51587751.017687425,88398658.10596526,84600000.0,1628.5774775931923,0.005410226216232981
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,2,2,2,9,0,0,7489547.788950765,153187680.66828468,0.0,0.0,0.00890143690819889
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,7,0,0,5,5,2,9,0,0,0.0,211892262.60572886,0.0,0.0,0.0
62,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,161654885.64065465,56305123.28029823,267200000.0,0.0,0.2790950142834911
63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,9,0,0,35790607.85393959,98475494.5268905,115300000.0,0.0,0.027540512764925907
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,2,0,6,0,0,366035819.9573739,106704033.23971415,0.0,5704.735075100576,0.03833288717361312
65,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,5,0,0,3,2,0,6,0,0,2461338.214512378,127926669.84810877,357700000.0,0.0,0.0038274863928029782
66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,7,0,0,2,2,1,9,0,0,56567.8513629471,157582121.7808382,302400000.0,1.9999566419953596,1.5130119259756792e-05
67,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,89655181.82374746,68206788.51117766,279200000.0,2383.158952980218,0.014053987436116567
68,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,78655538.25257693,67905040.23056647,554000000.0,0.0,0.11383340662034201
69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,1,0,0,7,0,0,7,3,3,9,0,0,0.0,204657955.4182328,30700000.0,0.0,0.0
70,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,6,0,0,12958393.477646517,79004550.3219574,351800000.0,762.111707049409,0.0020876723758404122
71,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,1,2,0,6,0,0,35790607.85393959,88398658.10596526,236500000.0,470.960998858351,0.0033048615317911078
72,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,4,6,0,0,38538373.06049125,86773251.90770373,261300000.0,0.0,0.04144829240657423
73,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,6,0,0,13488704.163332283,78375128.81900409,690800000.0,0.0,0.02865806349161147
74,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,2,0,6,0,0,12958393.477646517,118695655.38823102,182600000.0,0.0,0.013917815838936077
75,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,7,0,0,3,2,3,6,0,0,0.0,143349679.904872,303800000.0,0.0,0.0
76,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,315831413.29732716,47745447.52654895,146000000.0,0.0,0.5771420584062047
77,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,335478294.230376,45130083.53690255,279200000.0,0.0,0.5907084932872854
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,2,3,6,0,0,86128735.06884354,89930413.21353784,84600000.0,1506.3882921341296,0.048750396545470476
79,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,1,0,0,6,0,0,3,1,1,9,0,0,0.0,193280482.5441537,61400000.0,0.0,0.0
80,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,2,0,5,0,0,104110064.30824389,74778132.2755746,115300000.0,5277.746313922578,0.018311541000293176
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,2,0,6,0,0,2563011638.1686974,81827314.34156832,0.0,27312.861019631553,0.2990372779670074
82,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,59661403.6571196,54365907.6886395,638600000.0,1681.7476167680168,0.042936274930897744
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,2,0,5,0,0,2701048779.580753,72747918.02301696,0.0,41425.940557941794,0.27388048780259816
84,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,5,0,0,72015597.25310415,53239770.519694015,261300000.0,3340.063905291157,0.021737525984397016
85,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,5,0,0,31242584.7649244,74966943.59657137,436400000.0,986.1911409496728,0.01733479696336573
86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,2,1,6,0,0,40136338.288047254,80769287.23094594,199900000.0,2233.701467067978,0.009228511364543812
87,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,6,0,0,35790607.85393959,90140686.64963704,236500000.0,0.0,0.027540512764925907
88,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,5,1,0,7,0,0,503811.00978232356,96960953.06461486,351800000.0,25.989747063499294,8.812958447332687e-05
89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,2,2,5,0,0,2576446332.1939692,76048516.92438425,30700000.0,27890.60746493966,0.30330464954785896
90,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,107293544.39504503,53023964.63325918,176700000.0,4613.962861670031,0.02049423115877133
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,6,2,0,5,0,0,110274047.79535732,87031294.11871961,84600000.0,2568.9725364122532,0.051600546646251556
92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,2,1,5,0,0,98673261.88102047,82167708.8639216,115300000.0,2503.8130216131667,0.03447010076836168
93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,6,0,0,53891869.6873203,94028649.58872011,115300000.0,0.0,0.04753940300908065
94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,2,0,0,6,0,0,2563011638.1686974,79004550.3219574,30700000.0,33932.21321968344,0.2392298223736059
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,5,0,0,2578659589.20147,75407553.77852789,30700000.0,28255.434512828666,0.30160583969898386
96,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,6,0,0,101019472.97691227,71803785.05460717,169200000.0,5389.277060177112,0.02523257962363285
97,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,6,0,0,83412286.37068376,71803785.05460717,236500000.0,0.0,0.12898451606767203
98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,6,0,0,2563011638.1686974,79004550.3219574,30700000.0,27312.861019631553,0.2990372779670074
99,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,623921136.6524173,76703657.1539782,61400000.0,17377.123543105583,0.122051927067127
100,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,6,0,0,8081266.15568069,96869961.76280543,321100000.0,0.0,0.009115222928576762
101,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,281784891.75195986,36676675.840294495,363800000.0,16821.73502318499,0.06627325403426994
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,1,1,0,5,0,0,399765820.5927542,106427197.1600685,0.0,7511.894995423965,0.046880148144522356
103,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,3,5,0,0,281784891.75195986,102221542.7821782,61400000.0,8155.992738513935,0.19881976210280983
104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,5,0,0,2691616851.0762095,69833551.24186587,30700000.0,20020.772638741182,0.8112482397960599
105,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,281784891.75195986,50580099.82421321,230600000.0,16821.73502318499,0.06627325403426994
106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,5,0,6,0,0,2576446332.1939692,83137573.0688237,30700000.0,16799.989437704833,0.7279311589148614
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,6,0,0,1,0,3,9,0,0,1789981.8983857562,180112496.22208494,30700000.0,94.8457027437432,0.00017392643235943192
108,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2681863262.9066305,44008756.05981627,61400000.0,41153.75141923325,0.26685928420802135
109,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,99611787.277476,64308043.68713696,267200000.0,1938.8088207635712,0.057406585228790205
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,2,6,5,0,0,111980172.9814676,86268487.81246884,84600000.0,5435.899706053303,0.01733739724365886
111,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,1,1,0,5,0,0,368185289.96304214,108632544.25101356,61400000.0,4967.890616065297,0.046085679581331265
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,2,1,2,9,0,0,18750124.347137004,149006228.3776769,0.0,1052.5486308588652,0.004052180283071455
113,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,5,0,0,19104370.721111964,87849800.61166233,351800000.0,0.0,0.020805455984034295
114,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,5,0,0,2,1,1,9,0,0,56567.8513629471,183532418.12747538,61400000.0,4.124910574115429,5.043373086585597e-06
115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,71411584.17651072,70898237.57861704,302400000.0,5253.614461999515,0.0091414751920298
116,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,5,0,0,7,0,3,9,0,0,0.0,187405607.52801847,92100000.0,0.0,0.0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,7,0,0,2,2,1,9,0,0,1545759.4516393004,190276049.82387847,0.0,98.31077151320211,0.0002215051439880509
118,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,0,0,126817551.77041109,66176574.258620024,115300000.0,0.0,0.21989997227010563
119,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,210429311.7890401,32369294.305695508,521600000.0,0.0,0.28207118632929856
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0,5,0,0,1505198040.31261,100551967.01438351,0.0,47442.419505204685,0.24041986665137893
121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,2,0,0,533605942.97411263,92464801.05159979,30700000.0,30364.78776874709,0.11621105789932955
122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1037324107.0925975,76703657.1539782,30700000.0,22024.860250792004,0.5920983939265618
123,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,94918436.11549184,44008756.05981627,297900000.0,0.0,0.14516993601888398
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,2703519279.481717,58097062.72868286,0.0,44165.17292852884,0.26024753432369496
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,2,0,6,0,0,40182525.366361514,129675262.30302256,0.0,0.0,0.04388580448393434
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,1,7,2,0,0,346563253.63066053,117342900.09973356,0.0,25180.670843670072,0.05112358221986241
127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,6,2,0,9,0,0,37300563.93784915,108891785.60302076,84600000.0,275.2174765622465,0.010550470927860284
128,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,5,0,0,8091152.177934065,81967009.26487151,544800000.0,0.0,0.009189190496256546
129,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2681863262.9066305,44008756.05981627,61400000.0,19953.334021446422,0.8005778526240641
